,db_count,db_score,im_count,im_score,name,roi,roi_count
2175,1,4.66571932657,1,7.70266507132,Fereshteh Sadre Orafaiy,67.378,1
2176,3,6.81074390185,4,7.2592477784,David Patrick Kelly,1.64040927984,4
2177,1,4.76626735354,1,5.48557860672,Gloria Sandoval,6.490669,1
2178,3,5.20197547039,3,6.19504627539,Thomas McDonell,0.796719297944,3
2179,1,7.17942000073,1,7.2592477784,Christopher Cousins,0.427704033333,1
2180,3,6.60964784792,3,6.46109665114,Holt McCallany,1.97819918,3
2181,4,7.88325618949,4,7.72483593597,Siobhan Fallon Hogan,1.80469014665,4
2182,7,6.86341191598,7,7.29725497494,Hayley Atwell,1.22096930685,6
2183,7,6.48994781582,7,6.7271470269,Alison Lohman,0.653228754304,7
2184,4,7.05373496702,5,6.65620026003,Lynn Cohen,0.259931932619,5
2185,12,6.03149669286,12,5.88465417035,Alexa PenaVega,1.62027649342,11
2186,1,5.97284367713,1,6.19504627539,Grace Jones,1.46666666667,1
2187,1,7.78270816253,1,8.05739890565,Anamaria Marinca,2.00980169492,1
2188,1,6.6766798659,1,5.75162898247,George Hamilton,1.18666333333,1
2189,4,7.12914598724,4,7.48095642486,Kate Burton,0.499232791667,4
2190,2,6.72695387938,2,7.34793123698,Michael Bowen,1.51292996726,2
2191,30,6.77722789286,32,6.92945616679,Liam Neeson,1.37313613275,30
2192,1,7.78270816253,1,7.08188086123,Danielle von Zerneck,8.34083323077,1
2193,1,8.48654435129,1,8.50081619857,Mhairi Calvey,1.05,1
2194,3,6.84425991084,3,7.14100316695,Patton Oswalt,1.26967455358,3
2195,2,5.82202163668,2,5.75162898247,James Kyson,3.240817875,1
2196,1,7.58161210859,1,7.70266507132,Eddie Cahill,2.29897075,1
2197,4,5.97284367713,5,6.21278296711,Brady Corbet,0.0704445173719,3
2198,1,6.0733917041,1,6.54978010973,Tina Turner,2.94176850509,1
2199,2,6.77722789286,2,6.81583048548,Jean-Hugues Anglade,0.279302,1
2200,1,6.17393973107,1,4.06664326938,Cheri Oteri,1.37350442105,1
2201,1,7.27996802769,1,6.99319740265,Adriane Lenox,0.0866778,1
2202,2,7.53133809511,2,8.10174063495,Lloyd Bridges,23.8285714286,1
2203,1,6.87777591983,1,6.63846356831,Hugh Dillon,0.99880365,1
2204,1,5.57065156927,1,6.54978010973,Jake Sandvig,0.1057,1
